AGENCY_ID,STAT_PROFILE_DATE_YEAR,POLY_INFORCE_QTY,NB_WRTN_PREM_AMT,PRD_INCRD_LOSSES_AMT,RETENTION_RATIO,LOSS_RATIO,GROWTH_RATE_3YR,ACTIVE_PRODUCERS,AGENCY_AGE,PREMIUM_GROWTH_YOY,PROD_LINE_ENC,STATE_ENC,MONTHS
2805,2007,24,0.0,0.0,1.0,0.0,-0.015575222,116.0,17,-0.26153846153846155,1,3,12
983,2011,0,0.0,0.0,0.8875,0.0,-0.126751529,52.0,12,0.46358349990914055,0,0,12
9514,2005,28,219.0,0.0,0.375,0.0,-0.015575222,38.0,7,1.6865377176015475,1,3,8
6537,2006,403,62714.81,46546.33,0.8875,0.693782976,-0.015575222,26.0,1,10.0,1,1,12
6392,2010,1899,4976.49,59336.28,0.926841325,0.378543566,-0.031289072,16.0,30,-0.03739698001486739,1,3,12
3347,2005,1270,41207.0,21413.73,0.798734177,0.250611498,-0.015575222,36.0,5,0.5766224348678073,1,1,8
8208,2012,35,584.3,0.0,0.972222222,0.0,-0.088934388,193.0,23,0.3109468850003551,1,3,12
4414,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,39,-0.11365192873851516,0,3,12
8435,2013,0,0.0,0.0,0.8875,0.0,0.003946251,6.0,36,0.05199542132336973,0,3,12
8104,2012,0,621.0,0.0,0.8875,0.0,0.077573489,19.0,7,-0.21384850803366487,0,0,12
8694,2012,0,0.0,5539.0,0.8875,0.342815057,0.04085776,33.0,27,-0.8384243842438425,0,3,6
8233,2011,12,0.0,0.0,0.666666667,0.0,-0.095167897,32.0,8,-0.12738029210574972,1,3,12
3520,2005,137,2394.0,-6698.01,0.845454546,-0.79996202,-0.015575222,11.0,5,0.635365925115725,1,3,8
1469,2007,0,3865.0,-7783.0,0.8875,-0.432822433,-0.015575222,8.0,16,0.18051342112467372,0,3,12
8357,2014,0,2733.0,0.0,0.8875,0.0,0.681280946,19.0,3,-0.41295595013618275,0,3,12
470,2010,0,0.0,0.0,0.8875,0.0,-0.011731801,10.0,29,-0.48152523462623875,0,2,12
2232,2006,0,1771.0,0.0,0.8875,0.0,-0.015575222,25.0,37,0.057426189649183716,0,3,12
6369,2010,0,0.0,0.0,0.8875,0.0,-0.087834464,4.0,24,-0.12135262847017138,0,3,12
6425,2009,297,5463.0,10347.13,0.73630137,0.547009618,0.031347933,18.0,8,0.2535519096712541,1,1,12
805,2014,12,0.0,0.0,1.0,0.0,-0.164861592,11.0,7,-0.004319654427645789,1,0,12
3332,2014,171,0.0,36755.48,0.822115385,9.713393235,0.02306075,19.0,49,-0.2373535523321785,1,3,12
8365,2014,0,53958.0,429631.17,0.8875,0.756824202,0.063295343,77.0,58,0.17981697213742948,0,4,12
5109,2010,0,0.0,2854.07,0.8875,2.45828596,-0.0695898,20.0,44,0.125,0,0,12
9473,2012,0,0.0,0.0,0.8875,0.0,0.053594206,31.0,29,0.21168157350646435,0,3,12
3663,2010,0,0.0,0.0,0.8875,0.0,0.093851949,2.0,9,0.0015959495900060097,0,4,12
8039,2010,522,1511.58,11057.19,0.963031423,0.249136588,-0.052583468,2.0,29,-0.06125127887529624,1,4,12
8008,2013,0,1367.0,0.0,0.8875,0.0,-0.154074951,107.0,11,0.353575007732756,0,3,12
8959,2007,28,105.5,0.0,0.8,0.0,-0.015575222,96.0,7,-1.0,1,3,12
2788,2007,0,400.0,0.0,0.8875,0.0,-0.015575222,60.0,15,-0.3488478938792084,0,5,12
778,2005,0,0.0,42439.65,0.8875,0.808141387,-0.015575222,38.0,6,-0.07752900291522254,0,3,8
9286,2009,12,2.11,0.0,1.0,0.0,-0.051333748,8.0,47,0.09360592755214055,1,3,12
8017,2005,48,0.0,878.0,1.0,0.213757407,-0.015575222,26.0,14,0.0019417002073423676,1,0,8
562,2007,0,670.0,2054.53,0.8875,0.146966084,-0.015575222,22.0,27,0.06830539080941998,0,4,12
1210,2007,0,91.0,0.0,0.8875,0.0,-0.015575222,37.0,2,-0.999089990899909,0,3,1
563,2010,0,0.0,0.0,0.8875,0.0,-0.113353323,8.0,32,0.010178140096618368,0,4,12
6443,2013,191,0.0,0.0,0.872146119,0.0,-0.025333161,8.0,69,-0.0891628837342069,1,3,12
9226,2010,0,0.0,0.0,0.8875,0.0,0.024377891,20.0,13,0.0,0,3,12
9765,2011,0,484.0,0.0,0.8875,0.0,-0.015575222,22.0,1,0.7264657738095237,0,4,12
9726,2013,1,0.0,0.0,0.8875,0.0,-0.186893951,30.0,11,-0.9987449874498745,1,0,1
6266,2012,0,25826.0,32845.46,0.8875,0.518651043,-0.015575222,23.0,1,0.34867939218882005,0,0,12
7374,2014,84,417.5,11668.59,0.882978723,1.51876823,-0.135375039,21.0,15,-0.2370779710835716,1,3,12
4277,2013,279,5871.0,0.0,0.866071429,0.0,0.045576344,79.0,22,0.29303788382517865,1,3,12
6110,2009,0,221.0,0.0,0.8875,0.0,0.010680049,25.0,9,-0.5510731707317074,0,4,12
877,2014,0,1942.0,19924.81,0.8875,0.286198206,0.297801565,19.0,29,0.17271582592934784,0,1,12
9188,2006,147,1856.0,0.0,0.949152542,0.0,-0.015575222,106.0,21,0.24228439685320338,1,1,12
8246,2008,0,0.0,0.0,0.8875,0.0,-0.066974372,14.0,25,0.01533817687164623,0,4,12
9726,2013,86,0.0,0.0,0.711711712,0.0,-0.186893951,30.0,11,-0.2706440358400916,1,0,12
7514,2013,24,0.0,0.0,0.585365854,0.0,-0.096805394,22.0,12,0.27908496732026145,1,5,12
1761,2010,0,0.0,0.0,0.8875,0.0,-0.022567104,7.0,41,-0.003750955181235245,0,3,12
4958,2011,0,0.0,0.0,0.8875,0.0,-0.148652286,49.0,29,-0.5194564837634439,0,5,12
7217,2010,0,0.0,150.0,0.8875,0.096649485,-0.015575222,38.0,2,-0.17578332448220924,0,4,12
2776,2005,12,0.0,0.0,0.375,0.0,-0.015575222,6.0,18,-0.7141307764853819,1,3,8
8586,2014,0,0.0,45458.85,0.8875,16.5124773,-0.033557895,24.0,7,4.848984448032634,0,4,12
5534,2008,0,12495.0,18712.06,0.8875,0.3061146,-0.063072101,17.0,23,-0.055159757302817886,0,3,12
2783,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,10.0,48,-0.11960418684194252,0,3,12
7487,2009,143,0.0,4205.92,0.677725119,0.693901928,-0.23459411,19.0,0,-0.34034999891169493,1,3,12
6463,2006,0,7178.0,22649.88,0.8875,0.146146012,-0.015575222,25.0,21,-0.1811945941499442,0,3,12
7797,2012,0,0.0,0.0,0.8875,0.0,0.115307913,21.0,10,-0.03947633183867639,0,4,12
1815,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,13.0,29,-0.18957497103558088,0,3,12
3663,2005,1828,41246.09,167897.5,0.921686747,0.837288905,-0.015575222,2.0,4,0.22120246852905612,1,4,8
2677,2012,12,0.0,0.0,1.0,0.0,-0.039506136,4.0,34,0.0,1,5,12
2109,2014,3824,8318.26,166262.88,0.807903635,0.4552532,0.004771552,4.0,59,-0.11513267363685528,1,3,12
5550,2014,0,12180.38,0.0,0.8875,0.0,0.267935074,49.0,24,0.3283864787335356,0,1,12
3373,2011,0,0.0,0.0,0.8875,0.0,-0.004398981,17.0,47,0.05826397146254459,0,3,12
805,2007,4,1110.8,0.0,0.8875,0.0,-0.015575222,11.0,0,-0.9888918889188891,1,0,2
8652,2009,1469,7661.08,62491.89,0.844938561,0.329766503,-0.09631815,102.0,27,-0.18414962018873907,1,1,12
8365,2014,36,0.0,0.0,1.0,0.0,0.141621202,77.0,58,0.0,1,4,12
8558,2007,0,20971.0,18351.73,0.8875,0.244025204,-0.015575222,24.0,5,0.15634982468910635,0,0,12
1500,2012,0,0.0,-4788.5,0.8875,-0.202495578,0.098802514,26.0,4,-0.36088027027027025,0,0,12
3458,2013,0,3955.8,0.0,0.8875,0.0,-0.034800299,34.0,24,-0.36956997987200707,0,1,12
512,2008,0,0.0,0.0,0.8875,0.0,-0.015893373,12.0,23,0.0,0,3,12
2147,2006,84,0.0,0.0,0.8875,0.0,-0.015575222,23.0,21,-0.17675558298815353,1,3,12
9919,2006,360,0.0,708.86,0.904639175,0.048841525,-0.015575222,13.0,54,0.16437697860657957,1,3,12
4976,2007,176,272.4,0.0,0.678733032,0.0,-0.015575222,16.0,34,-0.19979966950083553,1,3,12
3378,2006,0,5134.55,0.0,0.8875,0.0,-0.015575222,33.0,24,0.5012523074819392,0,1,12
2606,2014,0,0.0,0.0,0.8875,0.0,0.207580304,5.0,8,10.0,0,0,12
9121,2011,393,878.87,-483.02,0.933491687,-0.014017372,-0.026854498,17.0,5,-0.057068184318269065,1,3,12
7611,2012,67,242.37,74.2,0.904109589,0.006804861,-0.055332911,10.0,34,-0.13450458109001615,1,5,12
6187,2009,0,2276.0,4025.67,0.8875,0.860369737,-0.04561443,11.0,9,0.881383192601528,0,3,12
1660,2011,0,0.0,0.0,0.8875,0.0,-0.022586132,20.0,57,-0.17312759219838325,0,3,12
7949,2008,21,490.9,0.0,0.428571429,0.0,-0.015575222,72.0,2,-0.5120008071682751,1,3,12
8474,2014,0,0.0,0.0,0.8875,0.0,0.016504464,42.0,18,-0.14574803149606302,0,4,12
1074,2012,0,19434.0,0.0,0.8875,0.0,-0.015575222,18.0,0,-0.8106399063990639,0,4,8
2783,2007,0,3423.0,0.0,0.8875,0.0,-0.015575222,10.0,49,1.8930351065230064,0,3,12
3417,2007,185,1236.0,0.0,0.902702703,0.0,-0.015575222,6.0,36,0.1056685131855085,1,3,12
834,2013,12,0.0,0.0,1.0,0.0,-0.004203765,9.0,33,0.0,1,3,12
2938,2012,75,347.0,0.0,0.892857143,0.0,-0.057775725,25.0,32,-0.033179765963328105,1,3,12
4516,2012,0,0.0,0.0,0.8875,0.0,0.838791367,6.0,24,-0.052941176470588235,0,3,12
5733,2009,895,26801.55,89680.82,0.8875,0.767493195,2.217621167,17.0,3,0.6444435281205041,1,0,12
7760,2005,5,0.0,0.0,0.625,0.0,-0.015575222,17.0,23,0.0,1,3,8
2570,2014,36,0.0,0.0,1.0,0.0,-0.039597822,82.0,50,-0.038432824678233356,1,3,12
163,2012,5,493.4,0.0,0.8875,0.0,-0.015575222,14.0,0,-0.9968969689696897,1,0,5
401,2007,0,0.0,1342.49,0.8875,0.168968898,-0.015575222,11.0,8,-0.4843648493855684,0,3,12
6354,2010,0,0.0,0.0,0.8875,0.0,-0.355806779,5.0,5,-1.0,0,0,12
46,2006,2559,22995.57,188850.02,0.870437956,0.766126774,-0.015575222,50.0,21,-0.07633000771761876,1,3,12
8365,2005,38,0.0,0.0,0.673076923,0.0,-0.015575222,77.0,49,-0.3820265149385478,1,4,8
8157,2008,0,0.0,0.0,0.8875,0.0,0.061370896,23.0,6,-0.059665871121718374,0,3,12
668,2014,12,0.0,0.0,1.0,0.0,-0.13243398,41.0,7,0.12142857142857143,1,3,12
1009,2012,0,0.0,-193.75,0.8875,-0.088810964,0.139598427,20.0,11,-0.15376260667183866,0,4,12
9309,2014,0,0.0,0.0,0.8875,0.0,0.042774414,20.0,16,-0.8320689655172414,0,3,12
9028,2012,0,0.0,84996.22,0.8875,2.05290499,0.104988863,7.0,7,0.2363868855415876,0,3,12
4742,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,13.0,45,1.6171631205673758,0,3,8
8157,2009,0,0.0,42416.26,0.8875,1.613092223,0.114749583,23.0,7,0.0,0,5,12
5660,2010,0,0.0,0.0,0.8875,0.0,-0.018936397,4.0,31,0.0,0,4,12
1456,2005,15,205.0,0.0,0.727272727,0.0,-0.015575222,7.0,29,0.8227889488311263,1,3,8
2747,2010,0,3240.0,0.0,0.8875,0.0,-0.015575222,41.0,0,-0.9458150581505815,0,0,6
811,2014,0,0.0,0.0,0.8875,0.0,-0.045245816,91.0,25,-0.2742660142348754,0,1,12
5774,2010,0,0.0,0.0,0.8875,0.0,-0.099382949,8.0,23,0.23624988747862097,0,3,12
8277,2013,1400,156881.62,100779.84,0.8875,0.583593098,0.047131284,14.0,41,1.2732821856972232,1,4,12
2237,2010,0,0.0,0.0,0.8875,0.0,-0.570519728,5.0,45,-0.7021793240630282,0,1,12
1049,2012,0,0.0,0.0,0.8875,0.0,0.100715247,13.0,8,0.06792938396218866,0,3,12
5534,2007,0,2351.0,0.0,0.8875,0.0,-0.015575222,17.0,22,-0.007332409744804032,0,3,12
1952,2005,0,0.0,-2000.0,0.8875,-0.170016993,-0.015575222,17.0,24,0.16753576986597218,0,3,8
7985,2011,74,0.0,0.0,0.862068966,0.0,0.048421726,19.0,9,-0.23536299765807964,1,3,12
791,2014,0,1255.8,0.0,0.8875,0.0,0.131541035,12.0,10,-0.037835255905041734,0,1,12
1214,2014,0,1798.0,14500.0,0.8875,3.490132553,1.132714213,10.0,4,-0.37350220616398905,0,2,12
7113,2014,0,5036.0,8055.77,0.8875,0.151099923,-0.015575222,29.0,3,-0.2545553004908558,0,3,12
4148,2014,370,11280.35,13002.23,0.8875,0.423482231,-0.04759548,26.0,43,0.25389883987383877,1,3,12
7069,2011,28,14.5,0.0,0.351351351,0.0,0.027962054,13.0,29,-0.6821162854780931,1,4,12
1938,2013,0,525.0,0.0,0.8875,0.0,-0.008820273,73.0,24,0.24177072703746175,0,3,12
3870,2009,0,1626.78,0.0,0.8875,0.0,0.048537817,66.0,19,-0.24147293837759562,0,1,12
9234,2009,0,2282.0,0.0,0.8875,0.0,-0.015575222,70.0,1,1.42414030261348,0,3,12
7190,2010,0,0.0,0.0,0.8875,0.0,-0.015575222,17.0,5,-1.0,0,3,12
2265,2008,0,1236.0,12686.0,0.8875,0.143331773,0.032480051,49.0,41,-0.137117728699834,0,3,12
7630,2010,0,488.0,0.0,0.8875,0.0,-0.067420101,67.0,11,-0.7471785642871427,0,3,12
263,2008,72,0.0,0.0,1.0,0.0,-0.457742299,16.0,43,0.021068472535741158,1,1,12
3057,2013,0,5546.0,0.0,0.8875,0.0,-0.015575222,10.0,1,10.0,0,3,12
8050,2007,11443,46654.11,512271.18,0.898730108,0.551380167,-0.015575222,8.0,40,-0.05263349060255429,1,3,12
2523,2013,24,0.0,0.0,1.0,0.0,-0.094124067,10.0,50,0.0,1,4,12
5918,2011,31,0.0,0.0,0.861111111,0.0,-0.02045363,29.0,58,-0.3126454726085723,1,3,12
1512,2010,156,0.0,0.0,0.835443038,0.0,0.090976989,15.0,15,0.18499121899790577,1,3,12
8696,2012,31,0.0,0.0,0.861111111,0.0,-0.050600106,4.0,35,-0.3473541383989145,1,3,12
1668,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,18.0,5,-0.9953172531725317,0,4,8
6988,2009,0,28345.0,2572.65,0.8875,0.037376909,-0.015575222,19.0,1,10.0,0,0,12
8288,2012,12,0.0,0.0,1.0,0.0,-0.093568319,7.0,39,0.0,1,5,12
2395,2005,205,0.0,0.0,0.924623116,0.0,-0.015575222,21.0,52,-0.16508465422455915,1,3,8
3557,2012,306,0.0,101.28,0.939102564,0.005798293,-0.055005135,65.0,30,0.059027636730058695,1,3,12
9761,2005,14,0.0,0.0,0.875,0.0,-0.015575222,27.0,44,-0.3342351598173516,1,1,8
8378,2014,0,0.0,0.0,0.8875,0.0,0.079741292,4.0,24,0.13072527988183502,0,0,12
4718,2006,0,149.0,0.0,0.8875,0.0,-0.015575222,15.0,1,0.06975871816513277,0,3,12
6295,2014,0,0.0,0.0,0.8875,0.0,0.085191139,31.0,49,-1.0,0,1,12
2217,2008,0,803.0,0.0,0.8875,0.0,-0.08859804,7.0,27,0.3196805632815417,0,4,12
7166,2011,0,0.0,0.0,0.8875,0.0,-0.319059644,10.0,5,-0.7715366780565662,0,3,12
6897,2011,137,607.46,-3913.8,0.840490798,-0.36877762,-0.116816589,20.0,5,-0.10357660509698326,1,1,12
9097,2014,0,2165.0,86957.63,0.8875,0.648593105,0.044106997,30.0,18,-0.05962245083401235,0,4,12
2228,2009,0,0.0,0.0,0.8875,0.0,-0.015575222,15.0,10,-0.9985356853568537,0,3,1
2109,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,4.0,51,-0.33426298370672103,0,3,12
1297,2007,0,1713.71,0.0,0.8875,0.0,-0.015575222,29.0,2,-0.12620107929175664,0,1,12
8543,2006,7,0.0,0.0,0.583333333,0.0,-0.015575222,56.0,66,-0.7829411764705883,1,5,12
9951,2011,0,20.0,0.0,0.8875,0.0,0.271517286,34.0,6,-0.1980567040756054,0,3,12
1500,2014,0,0.0,399.65,0.8875,0.015812693,-0.176658687,26.0,6,-0.3919110747539879,0,0,12
7984,2008,0,0.0,0.0,0.8875,0.0,-0.015575222,19.0,0,-0.9772720962976184,0,0,12
7630,2009,96,0.0,0.0,1.0,0.0,-0.028714256,67.0,10,0.026748971193415638,1,3,12
4976,2012,0,0.0,0.0,0.8875,0.0,-0.060899372,16.0,39,-0.7058823529411765,0,3,12
5672,2008,0,0.0,0.0,0.8875,0.0,0.03205944,7.0,30,0.0,0,3,12
6808,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,19.0,1,-0.004186289900575615,0,3,12
1938,2013,208,775.0,1228.49,0.75,0.290682927,0.06511044,73.0,24,0.031595545770092735,1,3,12
8365,2012,5058,11194.76,189093.71,0.843870741,0.397947378,0.085631495,77.0,56,-0.07436655814911897,1,4,12
163,2012,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,0,-0.998359983599836,0,3,1
2842,2014,0,51372.0,43586.56,0.8875,0.264204299,0.089022579,96.0,24,0.2058743167601483,0,3,12
9576,2013,97,0.0,0.0,0.705882353,0.0,-0.007301995,12.0,43,-0.4299556690633911,1,3,12
678,2014,0,0.0,0.0,0.8875,0.0,-0.508974835,29.0,7,0.0,0,0,12
5911,2011,0,360.0,0.0,0.8875,0.0,0.023015212,27.0,29,0.1395715703066362,0,3,12
2418,2011,24,0.0,0.0,0.857142857,0.0,-0.01695799,33.0,28,0.38541422500331224,1,1,12
668,2009,0,860.0,991.92,0.8875,0.012447219,-0.015575222,41.0,2,-0.5990952915558466,0,3,12
7958,2007,36,0.0,1846.51,1.0,1.772082534,-0.015575222,41.0,7,0.05358948432760364,1,3,12
2805,2011,0,0.0,0.0,0.8875,0.0,0.045065264,116.0,21,0.0,0,0,12
2333,2008,0,1200.0,0.0,0.8875,0.0,-0.015575222,18.0,0,-0.9879998799988,0,2,5
9946,2009,0,0.0,0.0,0.8875,0.0,0.003360039,31.0,6,0.0,0,3,12
9255,2011,17,0.0,0.0,0.631578947,0.0,-0.061275515,22.0,6,-0.4382297551789078,1,3,12
6295,2010,0,2497.0,8245.54,0.8875,0.469849009,-0.031800395,31.0,45,-0.5400124293053769,0,3,12
1939,2009,930,4646.19,29444.84,0.92584964,0.280809858,-0.024263175,12.0,8,-0.0825521318658627,1,0,12
9605,2010,113,0.0,0.0,0.941666667,0.0,-0.03950868,6.0,34,-0.041643835616438356,1,3,12
483,2006,0,599.0,30750.0,0.8875,5.192651596,-0.015575222,19.0,32,-0.2790582443188597,0,3,12
5434,2012,223,0.0,0.0,0.929166667,0.0,-0.104833308,16.0,41,-0.0013488576861470953,1,3,12
8703,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,18.0,18,-0.028349336991312344,0,0,12
7880,2013,0,0.0,0.0,0.8875,0.0,0.135899539,2.0,57,-0.025974025974025976,0,4,12
2257,2009,790,2003.0,39748.42,0.880331754,0.722691976,0.019685573,18.0,8,0.015438775414124537,1,1,12
2558,2010,0,1117.0,-2359.07,0.8875,-0.145463032,0.335033544,13.0,11,-0.13031965096225623,0,4,12
5585,2010,0,1032.0,0.0,0.8875,0.0,-0.052305976,10.0,15,0.0501203060888466,0,4,12
6221,2005,24,0.0,0.0,1.0,0.0,-0.015575222,9.0,12,-0.024479375250300292,1,4,8
4009,2013,0,0.0,0.0,0.8875,0.0,-0.028659854,9.0,78,-0.19660589812332444,0,5,12
7140,2014,0,5862.0,0.0,0.8875,0.0,0.148736004,31.0,10,-0.23942702424921475,0,0,12
5550,2005,0,2303.41,3325.5,0.8875,0.287547146,-0.015575222,49.0,15,-0.13370207296190706,0,3,8
330,2014,0,0.0,0.0,0.8875,0.0,-0.015575222,26.0,2,0.7304884424497575,0,2,12
1135,2008,0,0.0,8.0,0.8875,0.000340008,0.037082101,42.0,10,-0.04046986262097176,0,3,12
2842,2012,0,6593.0,13186.88,0.8875,0.110101539,0.064804136,96.0,22,-0.13128425409431674,0,3,12
5549,2011,0,0.0,0.0,0.8875,0.0,-0.022153841,62.0,29,0.06072874493927125,0,3,12
3670,2014,24,0.0,0.0,1.0,0.0,-0.138837091,13.0,7,0.02209243270695778,1,0,12
6719,2011,0,7253.89,0.0,0.8875,0.0,-0.015575222,51.0,0,-0.9274603746037461,0,1,4
7256,2006,120,5902.0,378100.0,0.5,54.29350948,-0.015575222,12.0,2,0.9485443277046406,1,4,12
7484,2006,36,0.0,0.0,1.0,0.0,-0.015575222,35.0,26,0.0,1,3,12
1644,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,8.0,27,0.10770577933450087,0,0,8
7138,2006,0,725.0,0.0,0.8875,0.0,-0.015575222,114.0,15,0.4311089774363898,0,1,12
1525,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,16.0,36,0.019197207678883072,0,3,12
7385,2013,0,0.0,5000.0,0.8875,0.597894455,0.017991677,20.0,27,-0.024526008580486997,0,3,12
4086,2013,0,9039.0,-15000.0,0.8875,-0.159144642,0.017782391,29.0,62,0.16884132475796693,0,3,12
1662,2008,0,0.0,0.0,0.8875,0.0,-0.104238971,14.0,42,-0.13642689705411326,0,3,12
3924,2007,0,0.0,8000.0,0.8875,0.397820936,-0.015575222,14.0,7,-0.14529756508485805,0,3,12
4826,2012,6,87.5,0.0,0.8875,0.0,0.032892318,42.0,41,-0.9993828938289382,1,3,8
8784,2013,9,246.1,0.0,0.8875,0.0,-0.048898401,15.0,7,-0.9981245812458125,1,3,12
9145,2006,0,0.0,-8913.94,0.8875,-0.208531021,-0.015575222,105.0,20,-0.1720693351875399,0,3,12
5275,2011,0,0.0,1102.15,0.8875,1.780188009,-0.193200292,25.0,5,-0.41387863296412003,0,0,12
9635,2009,183,467.0,827.35,0.87254902,0.151753043,-0.052429822,23.0,20,-0.15900140527649706,1,3,12
7005,2008,0,0.0,0.0,0.8875,0.0,-0.153857235,13.0,7,-0.20310213637693883,0,0,12
3985,2006,60,0.0,0.0,1.0,0.0,-0.015575222,8.0,48,-0.004428729597485657,1,4,12
6863,2014,80,167.0,0.0,0.359477124,0.0,-0.347512056,17.0,6,-0.47413323290682236,1,0,12
5874,2008,4,82.4,0.0,0.8875,0.0,-0.015575222,17.0,1,-0.9991759917599177,1,3,4
8636,2005,3145,28080.0,60777.99,0.843373494,0.330048756,-0.015575222,84.0,7,0.05137793849363928,1,0,8
1210,2008,0,4140.0,0.0,0.8875,0.0,-0.015575222,37.0,3,2.6633663366336635,0,5,12
5352,2013,0,1695.0,0.0,0.8875,0.0,-0.008695307,36.0,31,-0.06325831262757468,0,3,12
692,2010,0,182.0,0.0,0.8875,0.0,0.045390706,28.0,47,0.0318672580632379,0,3,12
506,2012,0,0.0,5000.0,0.8875,0.520774204,-0.083901349,21.0,6,-0.05137224175800294,0,4,12
4485,2012,0,1236.0,0.0,0.8875,0.0,0.053212855,22.0,12,0.4840710823909532,0,3,12
2232,2005,0,528.0,1182.1,0.8875,1.007757886,-0.015575222,25.0,36,0.9166666666666666,0,4,8
6992,2012,0,0.0,1958.65,0.8875,0.043672246,0.081417258,5.0,4,-0.12288783628384356,0,2,12
5641,2014,69,0.0,414.58,0.958333333,0.57065382,-0.0754307,12.0,52,-0.054036458333333336,1,3,12
5109,2009,48,0.0,-1885.0,1.0,-1.665194346,-0.071442566,20.0,43,0.0,1,3,12
3998,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,8.0,9,-0.1853932584269663,0,0,12
3510,2012,0,0.0,0.0,0.8875,0.0,-0.041753467,30.0,5,0.4863573627773649,0,3,12
6977,2014,0,0.0,0.0,0.8875,0.0,1.372083525,17.0,27,-0.045077805077805046,0,3,12
5012,2009,84,0.0,0.0,1.0,0.0,-0.040643498,8.0,5,0.4484245214879018,1,3,12
4980,2013,110,102.0,0.0,0.873786408,0.0,-0.136206653,12.0,19,0.0248371335504886,1,3,12
877,2009,1214,5048.0,19482.72,0.903094463,0.274632258,-0.090239208,19.0,24,0.05063479169428108,1,1,12
5931,2008,12,0.0,0.0,1.0,0.0,-0.037334247,13.0,48,0.0,1,3,12
4479,2012,448,767.5,-5143.89,0.765517241,-0.085281258,-0.175484879,12.0,15,-0.20990229352810877,1,1,12
2324,2008,0,0.0,9545.82,0.8875,2.056402413,0.055775484,6.0,49,-0.13749535488665923,0,4,12
8017,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,26.0,14,0.0394563787812363,0,0,8
6525,2007,0,0.0,-100.0,0.8875,-0.009481432,-0.015575222,13.0,26,-0.04696961071608319,0,3,12
6627,2013,0,0.0,0.0,0.8875,0.0,0.075623066,33.0,17,0.3438740633513517,0,3,12
8104,2014,0,0.0,0.0,0.8875,0.0,0.093684365,19.0,9,-0.010442046641141664,0,0,12
7097,2013,175,125.0,0.0,1.0,0.0,-0.044949189,55.0,12,-0.08678662424586464,1,3,12
242,2010,0,0.0,0.0,0.8875,0.0,0.000941134,18.0,33,-0.029866568182906277,0,4,12
7259,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,9,-0.9948787992180858,0,0,8
5495,2008,0,0.0,0.0,0.8875,0.0,-0.218834575,14.0,29,-0.49856695149063834,0,5,12
1603,2008,0,1815.0,14186.0,0.8875,1.479386512,-0.005106186,6.0,25,0.21802050122575492,0,3,12
5495,2008,0,530.0,0.0,0.8875,0.0,-0.218834575,14.0,29,2.928090044987484,0,5,12
6977,2013,0,0.0,0.0,0.8875,0.0,1.452849177,17.0,26,0.0365025466893039,0,3,12
5148,2008,0,0.0,0.0,0.8875,0.0,-0.31012908,26.0,4,0.042371372618835744,0,1,12
3870,2013,1,0.0,0.0,0.083333333,0.0,-0.094635816,66.0,23,-0.946478121664888,1,3,12
9807,2012,0,0.0,0.0,0.8875,0.0,-0.031562057,6.0,26,-0.10236595961985434,0,4,12
1020,2005,162,2804.83,5969.71,0.751322751,0.30926541,-0.015575222,10.0,16,-0.10442062774027425,1,3,8
604,2011,0,8762.0,61291.44,0.8875,0.322911596,0.111451838,34.0,21,0.21244270545487262,0,3,12
9410,2011,298,2504.0,32144.02,0.91349481,2.523579643,-0.044731101,52.0,22,0.058201862605820415,1,3,12
9145,2013,0,0.0,0.0,0.8875,0.0,-0.224651741,105.0,27,0.049738219895287955,0,4,12
7693,2007,0,325.0,693910.53,0.8875,26.46995997,-0.015575222,9.0,9,0.007108726168825365,0,4,12
620,2005,16,0.0,0.0,0.271186441,0.0,-0.015575222,19.0,0,9.836394461712349,1,0,8
2938,2008,4926,3808.0,519483.29,0.899961963,1.9020674,-0.082147938,25.0,28,-0.056473457655927144,1,3,12
9922,2009,13,30.0,0.0,1.0,0.0,-0.015575222,16.0,3,0.16557839026737234,1,3,12
3417,2008,56,145.6,0.0,0.914893617,0.0,0.003051626,6.0,37,-0.2776099221336317,1,3,12
4351,2009,0,15709.0,11486.86,0.8875,0.416199326,0.003556125,39.0,12,1.0391570715906941,0,0,12
3457,2006,33,295.0,0.0,0.166666667,0.0,-0.015575222,26.0,1,-0.9347358997314233,1,0,12
1414,2010,48,0.0,0.0,1.0,0.0,-0.047076632,91.0,18,0.10410641989589357,1,1,12
1876,2010,13,311.5,0.0,0.8875,0.0,-0.049727969,10.0,12,-0.9952133521335212,1,3,10
6097,2012,0,0.0,0.0,0.8875,0.0,0.072674251,12.0,10,0.0,0,3,12
